32,33,530,4836,4837,4907,7,7,8,15,740,741,1272,1273,1274,868,869,336,3,4,5,36,37,433,3048,3049,3050,336,1,2,3,0,1,2,3,0,1,2,3,0,1,2,3,338,337,4872,4873,4874,1018,1019,529,561,466,370,529,684,685,3,4,5,336,608,609,562,32,33
44,45,466,4836,4837,4838,332,333,26,27,24,25,1272,1273,1273,1207,1207,1207,1209,1273,1274,0,1,403,3048,3049,3050,336,13,14,15,12,13,14,15,12,136,137,138,139,13,14,15,498,432,4872,4873,4873,4807,4807,4807,4807,4807,4807,4807,4807,4807,4809,1303,4811,4807,4807,4808,497,44,45
8,896,897,4836,4837,4838,364,365,38,0,1,37,1272,1273,1273,1273,1273,1273,1273,1273,1274,12,13,336,3048,3049,3050,336,25,26,27,24,25,26,27,24,168,169,170,171,25,26,27,528,370,4872,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4873,4874,336,8,9
20,928,929,4836,4837,4838,926,927,2,32,33,1,1338,1339,1339,1339,1339,1339,1341,1273,1274,24,25,402,3048,3049,3050,36,37,403,339,339,434,434,39,36,37,0,1,36,37,38,39,338,466,4938,4939,4939,4941,3052,4943,4939,4939,4939,4941,1275,4943,4939,4939,4939,4941,4873,4874,468,469,21
32,33,433,4836,4837,4838,958,959,14,64,65,13,772,773,772,773,268,269,1272,1273,1304,36,37,369,3048,3049,3050,576,577,435,0,1,2,403,3,0,1,32,33,0,1,2,3,0,467,337,368,497,3048,3049,3050,530,371,499,3,4,5,338,268,269,4872,4873,4874,500,501,33
44,45,338,4836,4837,4838,433,25,26,96,97,25,804,805,804,805,300,301,1272,1273,1274,896,897,401,3048,3049,3050,608,609,434,3,4,5,716,717,12,13,64,65,12,13,4,5,12,13,14,15,498,3048,3049,3050,368,13,14,3,4,5,14,300,301,4872,4873,4874,982,983,45
8,9,563,4836,4837,4838,563,37,38,39,36,37,38,39,36,37,980,981,1272,1273,1274,928,929,402,3048,3049,3050,24,25,371,3,4,5,748,749,24,25,96,97,24,25,36,37,24,25,26,27,369,3048,3049,3050,400,25,26,6,7,8,26,27,497,4872,4873,4874,1014,1015,9
20,21,561,4836,4837,4775,1,1,2,3,132,133,134,135,0,1,1012,1013,1272,1273,1273,1207,1207,1207,1273,1273,1211,1207,1207,1207,1209,1273,1274,268,269,36,37,38,39,36,37,68,69,36,37,38,39,498,3048,3049,3050,338,37,38,39,36,37,38,92,93,4872,4873,4874,339,20,21
32,33,531,4836,4837,1309,4,4,5,15,164,165,166,167,12,13,980,981,1272,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1273,1274,300,301,0,1,2,3,0,1,100,101,0,1,2,3,530,3048,3049,3050,432,1,2,3,0,1,2,124,125,4872,4873,4874,402,32,33
44,45,499,4836,4837,4907,7,7,8,27,196,197,198,199,24,25,1012,1013,1272,3049,1343,1339,1339,1339,1341,1275,1343,1339,1339,1339,1341,1273,1274,14,15,12,13,14,15,12,13,14,15,12,13,14,15,434,3048,3049,3050,432,922,923,15,12,13,14,15,561,4872,4873,4874,465,44,45
8,9,368,4836,4837,4838,36,37,38,39,228,229,230,231,36,37,38,39,3048,3049,3050,268,269,6,3,4,5,988,989,531,1272,1273,1274,26,27,24,25,26,27,0,1,2,27,24,25,26,27,433,3048,3049,3050,560,954,955,27,24,25,26,27,402,4872,4873,4874,400,8,9
20,21,466,4836,4837,4838,402,1,2,3,0,1,2,3,0,1,576,577,3048,3049,3050,300,301,18,3,4,5,1020,1021,531,1272,1273,1274,836,837,36,37,38,39,3,4,5,896,897,37,38,648,649,3048,3049,3050,496,986,987,39,36,37,38,836,837,4872,4873,4874,498,576,577
32,33,339,4836,4837,4838,402,13,14,15,12,13,14,15,435,528,608,609,3048,3049,3050,402,29,30,6,7,8,28,988,989,1272,1273,1274,868,869,466,402,2,3,3,4,5,928,929,1,402,680,681,3048,3049,3050,498,1018,1019,499,467,433,402,868,869,4872,4873,4874,498,608,609
44,45,496,4836,4837,4838,24,25,26,27,24,25,26,27,339,2982,2983,2983,2985,3049,3050,529,41,42,40,41,42,40,1020,1021,1272,1273,1303,1207,1207,1207,1207,1207,1207,1209,1303,1211,1207,1207,1207,1207,1207,1207,1209,3049,1211,1207,1207,1207,1207,1207,1207,1207,1207,1207,1209,4873,4873,4807,4807,4808
8,9,528,4836,4837,4775,1,1,2,39,36,37,38,982,983,3042,3043,3049,3049,3049,3050,563,5,6,4,5,6,4,708,709,1272,1273,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,1303,3049,3049,3049,1303,4873,4873,4873,4873,4874
20,21,403,4836,4837,1275,4,4,5,3,922,923,2,1014,1015,3042,3043,3119,3115,3115,3116,337,17,18,16,4,5,16,740,741,1338,1339,1339,1339,1339,1339,1341,4873,1343,1339,1339,1339,1341,3055,1343,1339,1339,1339,1341,1275,1343,1339,1339,1339,1341,1303,1343,1339,1339,1339,4939,4939,4939,4941,4873,4874
32,33,400,4836,4837,4907,7,7,8,15,954,955,14,498,499,3042,3043,3044,576,577,562,432,29,30,28,36,37,28,29,30,336,336,336,28,648,649,3048,3049,3050,708,709,371,3,4,5,654,655,337,3,4,5,10,772,773,1272,1303,1274,708,709,432,531,498,528,4872,4873,4874
44,45,371,4836,4837,4838,24,25,26,27,986,987,26,982,983,3042,3043,3044,608,609,337,40,41,42,40,68,69,40,41,42,40,41,42,40,680,681,3048,3049,3050,740,741,339,3,4,5,686,687,498,3,4,5,22,804,805,1272,1303,1274,740,741,18,16,468,469,4872,4873,4874
8,896,897,4836,4837,4838,36,37,38,39,1018,1019,38,1014,1015,3042,3043,3044,560,5,6,4,0,1,4,100,101,4,5,6,4,5,6,4,980,981,3048,3049,3050,403,35,32,6,7,8,498,528,560,6,7,8,34,836,837,1272,1303,1274,402,29,30,28,500,501,4872,4873,4874
20,928,929,4836,4837,4775,2983,2983,2983,2983,2983,2983,2983,2983,2983,2985,3049,3050,337,17,18,16,32,33,16,17,18,16,17,18,16,17,18,16,1012,1013,3048,3049,3050,370,47,44,45,46,47,44,45,46,47,44,45,46,868,869,1272,1303,1274,402,41,42,0,1,1,4809,4873,4874
32,33,34,4836,4837,4839,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3049,3050,338,29,30,28,64,65,28,29,30,28,29,30,28,29,30,28,268,269,3048,3049,3050,434,11,8,9,10,11,8,9,10,11,8,9,10,982,983,1272,1303,1274,402,5,6,3,4,4,1273,4873,4874
44,45,46,4836,4837,4907,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3115,3116,371,41,42,40,96,97,40,41,42,40,41,42,40,41,42,40,300,301,3048,3049,3050,560,23,20,21,22,23,20,21,22,23,20,21,22,1014,1015,1272,1303,1274,644,645,18,6,7,7,4941,4873,4874
4,5,10,4836,4837,4838,332,333,403,563,433,926,927,368,434,434,530,433,648,649,6,4,5,6,4,5,6,4,5,6,2982,2983,2983,2983,2983,2983,2985,3049,3050,403,35,32,33,132,133,134,135,34,35,32,33,34,531,467,1272,1303,1274,676,677,30,28,29,466,4872,4873,4874
36,37,22,4836,4837,4838,364,365,18,16,17,958,959,560,466,464,338,435,680,681,18,16,17,18,4,5,18,16,982,983,3048,3049,3049,3049,3049,3049,3049,3049,3050,498,47,44,45,164,165,166,167,46,0,1,45,46,268,269,1272,1273,1274,708,709,42,40,590,591,4872,4873,4874
68,69,34,4836,4837,4838,370,29,30,28,29,30,28,29,30,28,29,30,28,29,30,28,29,30,36,37,30,28,1014,1015,3048,3049,3119,3115,3115,3115,3115,3115,3116,464,11,8,9,196,197,198,199,10,32,33,9,10,300,301,1272,1273,1274,740,741,6,4,622,623,4872,4873,4874
100,101,46,4836,4837,4838,530,41,42,40,41,42,40,41,42,40,0,1,40,41,0,1,41,42,68,69,42,40,41,42,3048,3049,3050,563,401,466,338,268,269,22,23,20,21,228,229,230,231,22,64,65,21,0,1,1,1209,1273,1274,772,773,18,0,1,1,4809,4873,4874
8,9,10,4836,4837,4838,529,5,6,4,5,0,1,5,6,4,32,33,4,5,32,33,5,6,100,101,6,4,5,6,3048,3049,3050,563,33,34,35,300,301,34,4,5,33,34,35,32,33,34,96,97,33,3,4,4,3055,1273,1274,804,805,30,3,4,4,4873,4873,4874
20,21,22,4836,4837,4775,1,1,2,16,17,32,33,17,18,16,64,65,16,17,64,65,17,18,16,17,18,16,17,18,3048,3049,3050,401,45,46,47,44,45,46,36,37,45,46,47,44,45,46,47,44,45,6,7,7,1341,1273,1274,836,837,42,6,7,7,4941,4873,4874
32,4,5,4836,4837,3055,4,4,5,28,29,64,65,29,30,28,96,97,28,29,96,97,29,30,28,29,30,28,982,983,3048,3049,3050,433,9,10,11,8,9,10,68,69,9,10,11,8,9,10,11,0,1,10,654,655,1272,1273,1274,868,869,0,1,5,432,4872,4873,4874
44,36,37,4836,4837,4907,7,7,8,40,41,96,97,41,42,40,41,42,40,41,42,40,41,42,40,41,42,40,1014,1015,3048,3049,3050,563,21,22,23,20,21,22,100,101,21,22,23,20,21,22,23,32,33,22,686,687,1272,1273,1274,402,17,32,33,17,531,4872,4873,4874
8,68,69,4836,4837,4838,369,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,4,5,6,3048,3049,3050,400,33,922,923,32,33,34,35,32,33,34,35,32,33,34,35,64,65,34,35,403,1272,1273,1274,402,29,64,65,29,370,4872,4873,4874
20,100,101,4836,4837,4838,371,17,18,0,1,2,16,17,18,0,1,2,16,17,18,16,17,18,16,17,0,1,2,466,3048,3049,3050,370,45,954,955,44,45,0,1,2,45,46,47,0,1,2,47,96,97,46,47,370,1272,1273,1274,403,41,96,97,41,498,4872,4873,4874
32,33,34,4836,4837,4838,926,927,30,3,4,5,576,577,30,3,4,5,28,896,897,136,137,138,139,339,3,4,5,402,3048,3049,3050,464,9,986,987,8,9,3,4,5,9,10,11,3,4,5,968,969,970,971,972,973,1272,1273,1274,561,5,6,4,332,333,4872,4873,4874
44,45,46,4836,4837,4838,958,959,42,3,4,5,608,609,531,3,4,5,464,928,929,168,169,170,171,528,3,4,5,466,3048,3049,3050,401,560,1018,1019,370,433,3,4,5,529,403,466,3,4,5,1000,1001,1002,1003,1004,1005,1272,1273,1274,529,530,432,561,364,365,4872,4873,4874
8,9,10,4836,4837,4837,4771,4771,4771,4773,1309,4775,4771,4771,4771,4773,3055,4775,4771,4771,4771,4771,4771,4771,4771,4771,4773,1275,4775,4771,4773,3049,4775,4771,4771,4771,4771,4771,4771,4773,1309,4775,4771,4771,4771,4773,3055,4775,4771,4771,4771,4771,4771,4771,4773,4873,4873,1249,1249,1249,1249,1249,1249,4809,4873,4873
20,21,22,4836,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,4837,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315,1315
32,33,34,4902,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,4903,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381,1381
